Dataset,method,Experiment,RMSE
28_haberman,up_chain03_datawig,1,0.2066 ± 0.0774
28_haberman,up_chain03_datawig,2,0.1555 ± 0.0340
28_haberman,up_chain03_datawig,3,0.2192 ± 0.0532
28_haberman,up_chain03_datawig,4,0.1680 ± 0.1183
28_haberman,up_chain03_datawig,5,0.1687 ± 0.0934
28_haberman,up_chain03_datawig,6,0.2461 ± 0.1037
28_haberman,up_chain03_datawig,7,0.2011 ± 0.1426
28_haberman,up_chain03_datawig,8,0.2173 ± 0.0695
28_haberman,up_chain03_datawig,9,0.2987 ± 0.1065
28_haberman,up_chain03_datawig,10,0.2039 ± 0.0268
28_haberman,up_chain03_datawig,11,0.2081 ± 0.0576
28_haberman,up_chain03_datawig,12,0.1670 ± 0.1125
28_haberman,up_chain03_datawig,13,0.2688 ± 0.0897
28_haberman,up_chain03_datawig,14,0.2164 ± 0.1654
28_haberman,up_chain03_datawig,15,0.1792 ± 0.0599
28_haberman,up_chain03_datawig,16,0.2301 ± 0.0853
28_haberman,up_chain03_datawig,17,0.1816 ± 0.0627
28_haberman,up_chain03_datawig,18,0.2213 ± 0.0939
28_haberman,up_chain03_datawig,19,0.2108 ± 0.0098
28_haberman,up_chain03_datawig,20,0.2013 ± 0.0934
28_haberman,up_chain03_datawig,21,0.1950 ± 0.0951
28_haberman,up_chain03_datawig,22,0.2067 ± 0.1234
28_haberman,up_chain03_datawig,23,0.1773 ± 0.1099
28_haberman,up_chain03_datawig,24,0.2136 ± 0.0891
28_haberman,up_chain03_datawig,25,0.1880 ± 0.1059
28_haberman,up_chain03_datawig,26,0.2097 ± 0.0282
28_haberman,up_chain03_datawig,27,0.2155 ± 0.1195
28_haberman,up_chain03_datawig,28,0.2062 ± 0.0721
28_haberman,up_chain03_datawig,29,0.2386 ± 0.0679
28_haberman,up_chain03_datawig,30,0.1891 ± 0.0828
